Staff Key,faculty,school,broad_category,broad_contract_type,contract_type,contract_category,grade,gender,calc_fte,start_date,reporting_date
1020544C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/04/2019 00:00,31/05/2024 00:00
1060549C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,23/09/2019 00:00,31/05/2024 00:00
1030550C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/10/2019 00:00,31/05/2024 00:00
1090550C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/10/2019 00:00,31/05/2024 00:00
1120552C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,F,1,16/12/2019 00:00,31/05/2024 00:00
1080552C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/12/2019 00:00,31/05/2024 00:00
1090558C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2020 00:00,31/05/2024 00:00
1120559C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,F,1,21/09/2020 00:00,31/05/2024 00:00
1030565C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2021 00:00,31/05/2024 00:00
1130567C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2021 00:00,31/05/2024 00:00
1030567C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2021 00:00,31/05/2024 00:00
1000568C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/10/2021 00:00,31/05/2024 00:00
1120569C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/12/2021 00:00,31/05/2024 00:00
1130572C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,F,0.5,13/06/2022 00:00,31/05/2024 00:00
1100574C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2022 00:00,31/05/2024 00:00
1030575C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,M,1,27/09/2022 00:00,31/05/2024 00:00
1050575C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/10/2022 00:00,31/05/2024 00:00
1090577C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/12/2022 00:00,31/05/2024 00:00
1090579C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2023 00:00,31/05/2024 00:00
1050579C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/04/2023 00:00,31/05/2024 00:00
1120580C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/05/2023 00:00,31/05/2024 00:00
1150580C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/08/2023 00:00,31/05/2024 00:00
1150581C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2023 00:00,31/05/2024 00:00
1150582C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/08/2023 00:00,31/05/2024 00:00
1150583C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2023 00:00,31/05/2024 00:00
1150583C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2023 00:00,31/05/2024 00:00
1150584C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/10/2023 00:00,31/05/2024 00:00
1000585C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,08/04/2024 00:00,31/05/2024 00:00
1090586C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,04/01/2024 00:00,31/05/2024 00:00
1130587C3,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,15/04/2024 00:00,31/05/2024 00:00
1030419C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/02/2007 00:00,31/05/2024 00:00
1020436C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,F,1,01/09/2008 00:00,31/05/2024 00:00
1120436C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,M,1,01/09/2008 00:00,31/05/2024 00:00
1060446C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,M,1,01/08/2009 00:00,31/05/2024 00:00
1030456C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2010 00:00,31/05/2024 00:00
1110464C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2011 00:00,31/05/2024 00:00
1080473C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2012 00:00,31/05/2024 00:00
1110475C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/10/2012 00:00,31/05/2024 00:00
1030475C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,10/10/2012 00:00,31/05/2024 00:00
1000477C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,10/12/2012 00:00,31/05/2024 00:00
1080480C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,M,1,29/04/2013 00:00,31/05/2024 00:00
1030481C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/06/2013 00:00,31/05/2024 00:00
1080481C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,23/07/2013 00:00,31/05/2024 00:00
1140483C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/09/2013 00:00,31/05/2024 00:00
1050489C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,31/03/2014 00:00,31/05/2024 00:00
1050499C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,31/03/2015 00:00,31/05/2024 00:00
1030500C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,30/06/2015 00:00,31/05/2024 00:00
1060501C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/08/2015 00:00,31/05/2024 00:00
1050513C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/10/2016 00:00,31/05/2024 00:00
1030519C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,27/03/2017 00:00,31/05/2024 00:00
1100520C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,F,1,05/06/2017 00:00,31/05/2024 00:00
1100520C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,M,1,05/06/2017 00:00,31/05/2024 00:00
1110530C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,15/02/2018 00:00,31/05/2024 00:00
1070532C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,14/05/2018 00:00,31/05/2024 00:00
1140540C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,03/12/2018 00:00,31/05/2024 00:00
1140546C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/07/2019 00:00,31/05/2024 00:00
1050548C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,F,1,01/09/2019 00:00,31/05/2024 00:00
1100550C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/10/2019 00:00,31/05/2024 00:00
1050577C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,19/12/2022 00:00,31/05/2024 00:00
1150581C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/08/2023 00:00,31/05/2024 00:00
1150583C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,11/09/2023 00:00,31/05/2024 00:00
1140585C4,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/01/2024 00:00,31/05/2024 00:00
1060455C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/08/2010 00:00,31/05/2024 00:00
1050472C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/08/2012 00:00,31/05/2024 00:00
1000480C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/06/2013 00:00,31/05/2024 00:00
1080481C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC5,M,1,01/06/2013 00:00,31/05/2024 00:00
1050499C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,30/03/2015 00:00,31/05/2024 00:00
1080533C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/07/2018 00:00,31/05/2024 00:00
1020575C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/12/2022 00:00,31/05/2024 00:00
1070578C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,27/02/2023 00:00,31/05/2024 00:00
1050581C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/07/2023 00:00,31/05/2024 00:00
1150581C5,"Arts, Humanities and Social Sciences",Queen's Business School,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/2023 00:00,31/05/2024 00:00
1020411 3,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,10/04/2006 00:00,31/05/2024 00:00
1050490 3,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,0.25,28/04/2014 00:00,31/05/2024 00:00
1040497 3,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,0.5,01/12/2014 00:00,31/05/2024 00:00
1050502 3,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,0.25,24/08/2015 00:00,31/05/2024 00:00
1010581 3,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,12/06/2023 00:00,31/05/2024 00:00
1040582 3,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,0.5,25/07/2023 00:00,31/05/2024 00:00
1012973 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,10/02/1992 00:00,31/05/2024 00:00
1120415 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,22/09/2006 00:00,31/05/2024 00:00
1060422 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,12/03/2007 00:00,31/05/2024 00:00
1150424 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,01/07/2007 00:00,31/05/2024 00:00
1140470 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,0.5,01/04/2012 00:00,31/05/2024 00:00
1000475 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,0.5,08/10/2012 00:00,31/05/2024 00:00
1120479 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,08/04/2013 00:00,31/05/2024 00:00
1000534 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,0.5,20/08/2018 00:00,31/05/2024 00:00
1150545 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,17/06/2019 00:00,31/05/2024 00:00
1080571 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,1,04/04/2022 00:00,31/05/2024 00:00
1010574 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,01/08/2022 00:00,31/05/2024 00:00
1140576 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,31/10/2022 00:00,31/05/2024 00:00
1060576 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,16/11/2022 00:00,31/05/2024 00:00
1130579 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Technical,Grade 4,M,1,01/04/2023 00:00,31/05/2024 00:00
1030580 4,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Technical,Grade 4,M,1,01/05/2023 00:00,31/05/2024 00:00
1001696 5,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,07/08/1978 00:00,31/05/2024 00:00
1140433 5,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,09/06/2008 00:00,31/05/2024 00:00
1140474 5,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 5,M,1,10/09/2012 00:00,31/05/2024 00:00
1020530 5,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,01/03/2018 00:00,31/05/2024 00:00
1150534 5,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Clerical,Grade 5,M,1,30/07/2018 00:00,31/05/2024 00:00
1140569 6,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Technical,Grade 6,M,1,15/11/2021 00:00,31/05/2024 00:00
1012649 7,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,14/08/1989 00:00,31/05/2024 00:00
1020768 7,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Acad-Rel Computer,Grade 7,M,1,08/10/2001 00:00,31/05/2024 00:00
1060947 7,"Arts, Humanities and Social Sciences",Queen's Business School,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,20/09/2004 00:00,31/05/2024 00:00
